@relation tutorial3.arff-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R7

@attribute pacman_x numeric
@attribute pacman_y numeric
@attribute legal_north {None,North}
@attribute legal_south {None,South}
@attribute legal_east {None,East}
@attribute legal_west {None,West}
@attribute ghost1_alive {True,False}
@attribute ghost2_alive {True,False}
@attribute ghost3_alive {True,False}
@attribute ghost4_alive {True,False}
@attribute distance_ghost1 numeric
@attribute distance_ghost2 numeric
@attribute distance_ghost3 numeric
@attribute distance_ghost4 numeric
@attribute ghost1_x numeric
@attribute ghost1_y numeric
@attribute ghost2_x numeric
@attribute ghost2_y numeric
@attribute ghost3_x numeric
@attribute ghost3_y numeric
@attribute ghost4_x numeric
@attribute ghost4_y numeric
@attribute dots_left numeric
@attribute closest_dot numeric
@attribute score numeric
@attribute next_action {Stop,East,West,South,North}

@data
13,9,None,South,None,West,False,False,False,True,1000,1000,1000,5,1,1,3,1,5,1,18,9,59,2,1482,North
13,8,North,South,None,None,False,False,False,True,1000,1000,1000,6,1,1,3,1,5,1,18,9,59,1,1481,South
13,9,None,South,None,West,False,False,False,True,1000,1000,1000,6,1,1,3,1,5,1,18,8,59,2,1480,North
13,8,North,South,None,None,False,False,False,True,1000,1000,1000,5,1,1,3,1,5,1,18,8,59,1,1479,South
13,7,North,South,East,None,False,False,False,True,1000,1000,1000,5,1,1,3,1,5,1,18,7,58,1,1578,South
14,7,None,None,East,West,False,False,False,True,1000,1000,1000,3,1,1,3,1,5,1,17,7,57,1,1677,East
15,7,North,None,East,West,False,False,False,True,1000,1000,1000,2,1,1,3,1,5,1,17,7,56,1,1776,East
16,7,None,South,East,West,False,False,False,True,1000,1000,1000,2,1,1,3,1,5,1,18,7,55,1,1875,East
17,7,None,None,None,None,False,False,False,False,1000,1000,1000,1000,1,1,3,1,5,1,17,7,54,1,2174,East
8,3,None,None,East,West,True,True,True,True,7,4,7,18,3,5,8,7,11,7,18,11,94,1,99,West
9,3,None,None,East,West,True,True,True,True,9,5,5,16,3,6,8,7,10,7,17,11,94,1,98,East
8,3,None,None,East,West,True,True,True,True,7,4,5,17,3,5,8,7,9,7,17,11,94,1,97,West
9,3,None,None,East,West,True,True,True,True,9,4,5,17,3,6,9,7,10,7,18,11,94,1,96,East
8,3,None,None,East,West,True,True,True,True,9,4,7,17,3,7,8,7,10,8,17,11,94,1,95,West
7,3,None,None,East,West,True,True,True,True,9,5,7,19,3,8,8,7,10,7,18,11,93,1,194,West
8,3,None,None,East,West,True,True,True,True,9,5,7,18,3,7,9,7,11,7,18,11,93,2,193,East
9,3,None,None,East,West,True,True,True,True,9,5,6,16,4,7,9,8,11,7,18,10,93,1,192,East
8,3,None,None,East,West,True,True,True,True,7,7,7,18,5,7,9,9,11,7,18,11,93,2,191,West
7,3,None,None,East,West,True,True,True,True,5,7,7,18,6,7,9,8,10,7,18,10,93,1,190,West
6,3,North,None,East,None,True,True,True,True,5,9,7,19,5,7,10,8,9,7,18,10,92,1,289,West
6,4,North,South,None,None,True,True,True,True,4,7,7,17,5,7,9,8,10,7,18,9,91,1,388,North
6,5,North,South,East,West,True,True,True,True,4,7,5,15,4,7,10,8,9,7,18,8,90,1,487,North
6,6,North,South,None,None,True,True,True,True,2,5,5,13,5,7,10,7,10,7,18,7,89,1,586,North
6,7,North,South,None,West,True,True,True,True,1,5,5,12,5,7,10,8,11,7,18,7,88,1,685,North
5,7,None,None,East,West,False,True,True,True,1000,7,5,13,5,7,10,9,10,7,18,7,87,1,984,West
6,7,North,South,None,West,False,True,True,True,1000,5,4,12,1,1,10,8,10,7,18,7,87,1,983,East
6,8,North,South,None,None,False,True,True,True,1000,5,5,14,1,1,10,7,10,7,18,6,86,1,1082,North
6,7,North,South,None,West,False,True,True,True,1000,5,3,12,1,1,11,7,9,7,18,7,86,2,1081,South
6,8,North,South,None,None,False,True,True,True,1000,5,4,13,1,1,10,7,9,7,18,7,86,1,1080,North
6,7,North,South,None,West,False,True,True,True,1000,5,4,12,1,1,11,7,9,8,18,7,86,2,1079,South
6,6,North,South,None,None,False,True,True,True,1000,6,6,12,1,1,11,7,9,9,17,7,86,2,1078,South
6,7,North,South,None,West,False,True,True,True,1000,5,6,11,1,1,11,7,10,9,17,7,86,2,1077,North
5,7,None,None,East,West,False,True,True,True,1000,5,6,11,1,1,10,7,10,8,16,7,86,1,1076,West
6,7,North,South,None,West,False,True,True,True,1000,5,4,11,1,1,10,8,9,8,16,8,86,2,1075,East
6,6,North,South,None,None,False,True,True,True,1000,5,4,13,1,1,10,7,9,7,16,9,86,2,1074,South
6,7,North,South,None,West,False,True,True,True,1000,4,4,11,1,1,10,7,10,7,16,8,86,2,1073,North
6,6,North,South,None,None,False,True,True,True,1000,4,6,13,1,1,9,7,11,7,16,9,86,2,1072,South
6,7,North,South,None,West,False,True,True,True,1000,3,5,11,1,1,9,7,11,7,16,8,86,2,1071,North
5,7,None,None,East,West,False,True,True,True,1000,4,5,13,1,1,9,7,10,7,16,9,86,1,1070,West
6,7,North,South,None,West,False,True,True,True,1000,3,4,11,1,1,9,7,10,7,16,8,86,2,1069,East
6,8,North,South,None,None,False,True,True,True,1000,4,6,10,1,1,9,7,11,7,16,8,86,1,1068,North
6,7,North,South,None,West,False,True,True,True,1000,2,4,12,1,1,8,7,10,7,16,9,86,2,1067,South
5,7,None,None,East,West,False,True,True,True,1000,3,6,12,1,1,8,7,11,7,15,9,86,1,1066,West
6,7,North,South,None,West,False,True,True,True,1000,3,4,11,1,1,9,7,10,7,15,9,86,2,1065,East
6,6,North,South,None,None,False,True,True,True,1000,4,6,13,1,1,9,7,10,8,16,9,86,2,1064,South
6,7,North,South,None,West,False,True,True,True,1000,4,6,12,1,1,9,8,10,9,16,9,86,2,1063,North
6,8,North,South,None,None,False,True,True,True,1000,4,6,10,1,1,9,7,11,9,16,8,86,1,1062,North
6,7,North,South,None,West,False,True,True,True,1000,3,7,11,1,1,9,7,11,9,16,8,86,2,1061,South
6,8,North,South,None,None,False,True,True,True,1000,3,5,10,1,1,8,7,10,9,16,8,86,1,1060,North
6,7,North,South,None,West,False,True,True,True,1000,2,7,12,1,1,8,7,11,9,16,9,86,2,1059,South
6,6,North,South,None,None,False,True,True,True,1000,4,9,13,1,1,9,7,12,9,16,9,86,2,1058,South
6,7,North,South,None,West,False,True,True,True,1000,2,8,11,1,1,8,7,12,9,16,8,86,2,1057,North
6,6,North,South,None,None,False,True,True,True,1000,4,10,11,1,1,9,7,13,9,16,7,86,2,1056,South
6,7,North,South,None,West,False,True,True,True,1000,2,10,11,1,1,8,7,13,10,16,8,86,2,1055,North
5,7,None,None,East,West,False,True,True,True,1000,3,10,12,1,1,8,7,13,9,16,8,86,1,1054,West
6,7,North,South,None,West,False,True,True,True,1000,3,10,12,1,1,9,7,14,9,16,9,86,2,1053,East
5,7,None,None,East,West,False,True,True,True,1000,4,11,12,1,1,9,7,14,9,15,9,86,1,1052,West
6,7,North,South,None,West,False,True,True,True,1000,2,11,11,1,1,8,7,15,9,15,9,86,2,1051,East
6,8,North,South,None,None,False,True,True,True,1000,3,11,11,1,1,8,7,15,10,16,9,86,1,1050,North
6,7,North,South,None,West,False,True,True,True,1000,2,13,11,1,1,8,7,15,11,16,8,86,2,1049,South
6,6,North,South,None,None,False,True,True,True,1000,3,14,13,1,1,8,7,15,11,16,9,86,2,1048,South
6,7,North,South,None,West,False,True,True,True,1000,3,12,11,1,1,9,7,15,10,15,9,86,2,1047,North
6,8,North,South,None,None,False,True,True,True,1000,5,10,10,1,1,10,7,15,9,15,9,86,1,1046,North
6,7,North,South,None,West,False,True,True,True,1000,4,11,12,1,1,10,7,15,9,15,10,86,2,1045,South
6,8,North,South,None,None,False,True,True,True,1000,4,9,12,1,1,10,8,14,9,15,11,86,1,1044,North
6,7,North,South,None,West,False,True,True,True,1000,5,10,13,1,1,10,8,14,9,15,11,86,2,1043,South
6,8,North,South,None,None,False,True,True,True,1000,5,9,12,1,1,10,7,14,9,15,11,86,1,1042,North
6,9,North,South,East,West,False,True,True,True,1000,5,9,11,1,1,10,8,15,9,15,11,85,1,1141,North
7,9,None,None,East,West,False,True,True,True,1000,5,9,11,1,1,10,7,15,10,16,11,84,1,1240,East
8,9,None,None,East,West,False,True,True,True,1000,5,8,9,1,1,11,7,15,10,15,11,83,1,1339,East
9,9,None,South,East,West,False,True,True,True,1000,4,6,9,1,1,11,7,15,9,16,11,82,1,1438,East
9,8,North,South,East,None,False,True,True,True,1000,2,8,10,1,1,10,7,16,9,16,11,82,2,1437,South
10,8,North,South,None,West,False,True,True,True,1000,2,6,9,1,1,11,7,16,8,16,11,82,1,1436,East
10,7,North,None,East,West,False,True,True,True,1000,1,7,11,1,1,11,7,16,8,17,11,82,2,1435,South
11,7,None,None,None,West,False,False,True,True,1000,1000,6,10,1,1,3,1,16,8,17,11,82,2,1634,East
10,7,North,None,East,West,False,False,True,True,1000,1000,7,12,1,1,3,1,16,8,18,11,82,2,1633,West
11,7,None,None,None,West,False,False,True,True,1000,1000,7,11,1,1,3,1,16,9,18,11,82,2,1632,East
10,7,North,None,East,West,False,False,True,True,1000,1000,8,12,1,1,3,1,16,9,18,11,82,2,1631,West
11,7,None,None,None,West,False,False,True,True,1000,1000,6,10,1,1,3,1,16,8,18,10,82,2,1630,East
10,7,North,None,East,West,False,False,True,True,1000,1000,6,10,1,1,3,1,16,7,18,9,82,2,1629,West
11,7,None,None,None,West,False,False,True,True,1000,1000,5,8,1,1,3,1,16,7,18,8,82,2,1628,East
10,7,North,None,East,West,False,False,True,True,1000,1000,5,9,1,1,3,1,15,7,18,8,82,2,1627,West
11,7,None,None,None,West,False,False,True,True,1000,1000,4,8,1,1,3,1,15,7,18,8,82,2,1626,East
10,7,North,None,East,West,False,False,True,True,1000,1000,6,8,1,1,3,1,16,7,18,7,82,2,1625,West
11,7,None,None,None,West,False,False,True,True,1000,1000,6,7,1,1,3,1,16,6,18,7,82,2,1624,East
10,7,North,None,East,West,False,False,True,True,1000,1000,7,9,1,1,3,1,16,6,18,8,82,2,1623,West
11,7,None,None,None,West,False,False,True,True,1000,1000,5,9,1,1,3,1,16,7,18,9,82,2,1622,East
10,7,North,None,East,West,False,False,True,True,1000,1000,7,11,1,1,3,1,17,7,18,10,82,2,1621,West
11,7,None,None,None,West,False,False,True,True,1000,1000,6,10,1,1,3,1,17,7,18,10,82,2,1620,East
10,7,North,None,East,West,False,False,True,True,1000,1000,6,12,1,1,3,1,16,7,18,11,82,2,1619,West
11,7,None,None,None,West,False,False,True,True,1000,1000,5,10,1,1,3,1,16,7,17,11,82,2,1618,East
10,7,North,None,East,West,False,False,True,True,1000,1000,6,10,1,1,3,1,16,7,16,11,82,2,1617,West
11,7,None,None,None,West,False,False,True,True,1000,1000,6,10,1,1,3,1,16,6,17,11,82,2,1616,East
10,7,North,None,East,West,False,False,True,True,1000,1000,7,10,1,1,3,1,16,6,16,11,82,2,1615,West
11,7,None,None,None,West,False,False,True,True,1000,1000,6,8,1,1,3,1,16,6,15,11,82,2,1614,East
10,7,North,None,East,West,False,False,True,True,1000,1000,6,9,1,1,3,1,16,7,15,11,82,2,1613,West
11,7,None,None,None,West,False,False,True,True,1000,1000,5,9,1,1,3,1,16,7,16,11,82,2,1612,East
10,7,North,None,East,West,False,False,True,True,1000,1000,7,9,1,1,3,1,16,6,15,11,82,2,1611,West
8,3,None,None,East,West,True,True,True,True,7,4,7,18,3,5,8,7,11,7,18,11,94,1,99,West
9,3,None,None,East,West,True,True,True,True,9,5,6,16,3,6,8,7,11,7,18,10,94,1,98,East
8,3,None,None,East,West,True,True,True,True,7,4,6,18,3,5,8,7,10,7,18,11,94,1,97,West
9,3,None,None,East,West,True,True,True,True,7,4,4,16,4,5,9,7,9,7,17,11,94,1,96,East
8,3,None,None,East,West,True,True,True,True,5,4,5,18,4,4,8,7,9,7,18,11,94,1,95,West
7,3,None,None,East,West,True,True,True,True,5,5,6,19,4,5,8,7,9,7,18,11,93,1,194,West
6,3,North,None,East,None,True,True,True,True,5,7,7,19,3,5,9,7,9,7,18,10,92,1,293,West
6,4,North,South,None,None,True,True,True,True,5,7,6,17,3,6,9,8,9,7,18,9,91,1,392,North
6,5,North,South,East,West,True,True,True,True,5,6,6,15,3,7,9,8,10,7,18,8,90,1,491,North
6,6,North,South,None,None,True,True,True,True,5,6,5,13,3,8,10,8,10,7,18,7,89,1,590,North
6,7,North,South,None,West,True,True,True,True,4,5,4,13,3,8,10,8,10,7,18,8,88,1,689,North
6,8,North,South,None,None,True,True,True,True,4,4,5,13,3,9,10,8,10,7,18,7,87,1,788,North
6,7,North,South,None,West,True,True,True,True,4,5,5,11,4,9,10,8,11,7,17,7,87,1,787,South
6,8,North,South,None,None,True,True,True,True,3,3,5,13,4,9,9,8,10,7,18,7,87,1,786,North
6,9,North,South,East,West,True,True,True,True,3,3,5,13,3,9,9,9,10,8,17,7,86,1,885,North
5,9,None,None,East,West,True,True,True,True,2,5,7,15,3,9,9,8,10,7,18,7,85,1,984,West
4,9,North,None,East,West,True,True,True,True,1,7,7,17,3,9,10,8,9,7,18,6,84,1,1083,West
3,9,None,South,East,None,True,True,True,True,1,9,7,17,3,8,10,7,8,7,18,7,83,1,1182,West
3,8,North,South,None,None,True,True,True,True,1,7,6,15,3,7,10,8,8,7,18,8,82,1,1281,South
3,7,North,South,East,West,True,True,True,True,1,9,5,17,4,7,10,9,8,7,18,9,81,1,1380,South
4,7,None,None,East,West,False,True,True,True,1000,9,5,16,1,1,11,9,9,7,18,9,80,1,1679,East
5,7,None,None,East,West,False,True,True,True,1000,8,3,15,1,1,11,9,8,7,18,9,79,2,1778,East
6,7,North,South,None,West,False,True,True,True,1000,6,3,15,1,1,10,9,9,7,18,10,79,3,1777,East
6,6,North,South,None,None,False,True,True,True,1000,7,4,16,1,1,10,9,9,7,18,10,79,2,1776,South
6,7,North,South,None,West,False,True,True,True,1000,5,3,15,1,1,10,8,9,7,18,10,79,3,1775,North
6,6,North,South,None,None,False,True,True,True,1000,5,4,15,1,1,10,7,9,7,18,9,79,2,1774,South
6,7,North,South,None,West,False,True,True,True,1000,5,4,15,1,1,10,8,10,7,18,10,79,3,1773,North
6,8,North,South,None,None,False,True,True,True,1000,5,4,13,1,1,10,9,10,8,18,9,79,2,1772,North
6,7,North,South,None,West,False,True,True,True,1000,5,5,14,1,1,10,8,10,8,18,9,79,3,1771,South
6,8,North,South,None,None,False,True,True,True,1000,3,4,14,1,1,9,8,10,8,18,10,79,2,1770,North
6,7,North,South,None,West,False,True,True,True,1000,5,4,15,1,1,10,8,10,7,18,10,79,3,1769,South
6,6,North,South,None,None,False,True,True,True,1000,6,5,17,1,1,10,8,10,7,18,11,79,2,1768,South
6,7,North,South,None,West,False,True,True,True,1000,4,3,15,1,1,10,7,9,7,18,10,79,3,1767,North
6,6,North,South,None,None,False,True,True,True,1000,4,5,15,1,1,9,7,10,7,18,9,79,2,1766,South
6,7,North,South,None,West,False,True,True,True,1000,2,4,15,1,1,8,7,10,7,18,10,79,3,1765,North
5,7,None,None,East,West,False,True,True,True,1000,4,5,15,1,1,9,7,10,7,18,9,79,2,1764,West
6,7,North,South,None,West,False,True,True,True,1000,3,5,15,1,1,9,7,10,8,18,10,79,3,1763,East
6,6,North,South,None,None,False,True,True,True,1000,5,5,17,1,1,10,7,10,7,18,11,79,2,1762,South
6,7,North,South,None,West,False,True,True,True,1000,4,4,15,1,1,10,7,10,7,18,10,79,3,1761,North
6,6,North,South,None,None,False,True,True,True,1000,6,6,17,1,1,11,7,11,7,18,11,79,2,1760,South
6,7,North,South,None,West,False,True,True,True,1000,4,5,16,1,1,10,7,11,7,18,11,79,3,1759,North
6,6,North,South,None,None,False,True,True,True,1000,6,5,16,1,1,11,7,10,7,17,11,79,2,1758,South
6,7,North,South,None,West,False,True,True,True,1000,5,4,15,1,1,11,7,10,7,17,11,79,3,1757,North
6,8,North,South,None,None,False,True,True,True,1000,5,6,13,1,1,10,7,11,7,16,11,79,2,1756,North
6,7,North,South,None,West,False,True,True,True,1000,5,5,15,1,1,11,7,11,7,17,11,79,3,1755,South
6,8,North,South,None,None,False,True,True,True,1000,5,6,13,1,1,10,7,11,7,16,11,79,2,1754,North
6,9,North,South,East,West,False,True,True,True,1000,5,6,11,1,1,10,8,10,7,15,11,79,1,1753,North
7,9,None,None,East,West,False,True,True,True,1000,4,6,10,1,1,10,8,11,7,15,11,78,1,1852,East
8,9,None,None,East,West,False,True,True,True,1000,4,4,8,1,1,10,7,10,7,15,10,77,1,1951,East
9,9,None,South,East,West,False,True,True,True,1000,2,4,6,1,1,10,8,11,7,15,9,76,1,2050,East
9,8,North,South,East,None,False,True,True,True,1000,1,3,8,1,1,10,8,11,7,15,10,76,2,2049,South
9,7,North,None,East,West,False,False,True,True,1000,1000,1,8,1,1,3,1,10,7,15,9,76,2,2248,South
9,8,North,South,East,None,False,False,True,True,1000,1000,1,7,1,1,3,1,10,8,15,9,76,2,2247,North
9,7,North,None,East,West,False,False,True,True,1000,1000,1,9,1,1,3,1,10,7,16,9,76,2,2246,South
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,8,1,1,3,1,5,1,16,9,76,2,2445,East
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,6,1,1,3,1,5,1,16,8,76,2,2444,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,6,1,1,3,1,5,1,16,7,76,2,2443,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,6,1,1,3,1,5,1,16,6,76,2,2442,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,8,1,1,3,1,5,1,16,5,76,2,2441,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,6,1,1,3,1,5,1,15,5,76,2,2440,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,7,1,1,3,1,5,1,15,5,76,2,2439,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,7,1,1,3,1,5,1,16,5,76,2,2438,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,7,1,1,3,1,5,1,16,6,76,2,2437,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,7,1,1,3,1,5,1,16,5,76,2,2436,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,8,1,1,3,1,5,1,16,5,76,2,2435,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,7,1,1,3,1,5,1,16,5,76,2,2434,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,8,1,1,3,1,5,1,16,5,76,2,2433,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,6,1,1,3,1,5,1,15,5,76,2,2432,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,7,1,1,3,1,5,1,15,5,76,2,2431,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,7,1,1,3,1,5,1,15,4,76,2,2430,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,8,1,1,3,1,5,1,15,4,76,2,2429,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,8,1,1,3,1,5,1,15,3,76,2,2428,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,9,1,1,3,1,5,1,15,3,76,2,2427,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,8,1,1,3,1,5,1,15,3,76,2,2426,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,9,1,1,3,1,5,1,15,3,76,2,2425,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,9,1,1,3,1,5,1,16,3,76,2,2424,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,10,1,1,3,1,5,1,16,3,76,2,2423,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,8,1,1,3,1,5,1,15,3,76,2,2422,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,9,1,1,3,1,5,1,15,3,76,2,2421,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,8,1,1,3,1,5,1,15,3,76,2,2420,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,10,1,1,3,1,5,1,16,3,76,2,2419,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,8,1,1,3,1,5,1,15,3,76,2,2418,East
10,7,North,None,East,West,False,False,False,True,1000,1000,1000,10,1,1,3,1,5,1,16,3,76,2,2417,West
11,7,None,None,None,West,False,False,False,True,1000,1000,1000,8,1,1,3,1,5,1,15,3,76,2,2416,East
